MoleculeIdx,SMILES
271,N[C@H](COc1cncc(c1)c2ccc3NC(=O)Cc3c2)Cc4c[nH]c5ccccc45
272,N[C@H](COc1cncc(c1)c2ccc3NC(=O)Oc3c2)Cc4c[nH]c5ccccc45
273,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(Cl)c4)c3
274,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(Cl)c4)c3
275,CC(C)Cc1cc(on1)c2ccc3[nH]nc(N)c3c2
276,Cc1c(nnn1Cc2ccccc2)c3ccc4[nH]nc(N)c4c3
277,Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3
278,Cc1ccccc1c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(N)c5c4
279,N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45
280,CS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2
281,CCS(=O)(=O)Nc1ccc(cc1)c2ccc3[nH]nc(N)c3c2
282,Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3C5CC5
283,Nc1n[nH]c2ccc(cc12)c3onc(Cc4ccccc4)c3
284,Cc1n[nH]c2ccc(cc12)c3cncc(OCCNS(=O)(=O)C)c3
285,CN(C)c1cc(cc2[nH]nc(N)c12)c3ccncc3
286,CCCCOc1cc(cc2[nH]nc(N)c12)c3ccncc3
287,CN(C)CCCOc1cc(cc2[nH]nc(N)c12)c3ccncc3
288,CC(C)(C)Oc1cc(cc2[nH]nc(N)c12)c3ccncc3
289,CNCCOc1cncc(c1)c2ccc3[nH]nc(C)c3c2
290,CN(CCOc1cncc(c1)c2ccc3[nH]nc(C)c3c2)S(=O)(=O)C
291,CN(C)c1ccc(cc1)c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(N)c5c4
292,CC(C)(C)CCOc1cc(cc2[nH]nc(N)c12)c3ccc(cc3)C(=O)N
293,N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3cccc(Cl)c3)Cc4c[nH]c5ccccc45
294,CCCCOc1ncnc2[nH]cc(c3ccccc3)c12
295,C1CCN(CC1)c2ncnc3[nH]cc(c4ccccc4)c23
296,CSc1c[nH]c2ncnc(NCCCO)c12
297,COc1ccc(cc1OC)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4
298,OCc1cc(on1)c2ccc3[nH]ncc3c2
299,Fc1ccc(F)c(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4
300,C(c1ccccc1)n2cc(nn2)c3ccc4[nH]ncc4c3
301,C1CCC(CC1)Nc2c(nc3ncccn23)c4ccc5[nH]ncc5c4
302,CC(C)Nc1c(nc2ncccn12)c3ccc4[nH]ncc4c3
303,O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5ccccc5
304,C(c1ccccc1)n2nnc(c3ccc4[nH]ncc4c3)c2C5CC5
305,CCCC(=O)Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccccc5
306,Fc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4
307,CC(C)N(C)C(=O)c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4c3
308,COCCN(C)C(=O)c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4c3
309,C(C1CCOCC1)n2cc(nn2)c3ccc4[nH]ncc4c3
310,CN(C)C(=O)c1c(nnn1Cc2ccccc2)c3ccc4[nH]ncc4c3
311,CCCC(=O)Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3
312,N(c1ccccc1)c2nc(cs2)c3ccc4[nH]ncc4c3
313,Cc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3c5ccc(F)cc5
314,COc1cc(OC)cc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4
315,COc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4
316,O[C@@H]1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3
317,C(c1ccccc1)c2cc(on2)c3ccc4[nH]ncc4c3
318,C(c1ccccc1)c2cn(nn2)c3ccc4[nH]ncc4c3
319,O=C1NC(=CC(=N1)c2ccc3[nH]ncc3c2)c4ccccc4
320,c1cnc2nc(cn2c1)c3ccc4[nH]ncc4c3
321,CN(C)CC(=O)Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3
322,Cc1ccc(Cn2cc(nn2)c3ccc4[nH]ncc4c3)c(C)c1
323,C(N1CCCCC1)c2cc(on2)c3ccc4[nH]ncc4c3
324,Cc1ccccc1c2c(nnn2Cc3ccccc3)c4ccc5[nH]nc(C)c5c4
325,O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5ccc(cc5)C#N
326,O=C(Nc1n[nH]c2ccc(cc12)c3cn(Cc4ccccc4)nn3)c5cccc(c5)C#N
327,Fc1ccc(cc1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4
328,CCCCNc1c(nc2ncccn12)c3ccc4[nH]ncc4c3
329,C(c1ccccc1)n2cc(nn2)c3ccc4[nH]nc(c5ccccc5)c4c3
330,C(c1ccccc1)n2nnc(c3ccc4[nH]ncc4c3)c2c5ccccc5
331,COc1ccccc1C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4
332,Clc1cccc(c1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4
333,C(c1ccccc1)n2cc(nn2)c3ccc4[nH]nc(c5cn(Cc6ccccc6)nn5)c4c3
334,Clc1ccc(cc1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4
335,CCCc1cc(on1)c2ccc3[nH]ncc3c2
336,CN(C)c1ccc(cc1)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4
337,C(Nc1nc(cs1)c2ccc3[nH]ncc3c2)c4ccccc4
338,FC(F)(F)c1ccc(Cn2cc(nn2)c3ccc4[nH]ncc4c3)c(c1)C(F)(F)F
339,CN1CCC(CC1)C(=O)n2nc(N)c3cc(ccc23)c4cn(Cc5ccccc5)nn4
340,NC(=O)C1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3
341,O=C(N1CCCCC1)c2cc(on2)c3ccc4[nH]ncc4c3
342,Fc1ccc(cc1)c2ncn(CCN3CCOCC3)c2c4ccc5[nH]ncc5c4
343,CN(C)CC(=O)Nc1n[nH]c2cc(ccc12)c3cn(Cc4ccccc4)nn3
344,OC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3
345,OCC(NC(=O)c1ccc(cc1)c2ccncc2)c3cc(Cl)cc(Cl)c3
346,NCC(NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3
347,NC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3
348,COc1cccc(c1)C(CN)NC(=O)c2ccc(cc2)c3ccncc3
349,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3C
350,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(c(F)c2)c3ccncc3
351,COc1cccc(c1)[C@H](C)NC(=O)c2ccc(c(C)c2)c3ccncc3
352,OCC[C@@H](Nc1nc2ccc(cc2s1)c3ccncc3)c4ccccc4
353,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2NCCCN)c3ccncc3
354,C[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3
355,O=C(NCc1ccccc1)c2ccc(cc2)c3ccncc3
356,C(Nc1nc2ccc(cc2s1)c3ccncc3)c4ccccc4
357,COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3
358,CCCOc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3
359,O=C(NCc1ccccc1)c2cccc(c2)c3cnc4[nH]ccc4c3
360,Clc1ccc(cc1)c2ccc3CNC(=O)c3c2
361,NC(=O)c1ccc(cc1N2CCCC2)c3ccncc3
362,O=C1Nc2ccccc2Nc3cc(ccc13)c4ccncc4
363,NC(=O)c1ccc(cc1NCc2ccccc2)c3ccncc3
364,NC(=O)c1ccc(cc1NCc2cccc(F)c2)c3ccncc3
365,O=C(NCc1ccccc1)C2=CNN3C(=O)C=C(N=C23)c4ccncc4
366,OCC(Cc1ccc(Cl)cc1)NC(=O)c2ccc(cc2)c3ccncc3
367,N#Cc1ccc(cc1NCc2ccccc2)c3ccncc3
368,O=C1NCc2c1cccc2c3cccs3
369,Brc1cccc2C(=O)NCc12
370,OCC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3
371,Cc1cc(ccc1F)c2ccc3C(=O)NCc3c2
372,OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2F)c3ccncc3
373,OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2)c3ccncc3
374,COc1cccc(CNC(=O)c2ccc(cc2)c3ccncc3)c1
375,CCCOc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3F
376,Cc1cccc(c1)c2ccc3CNC(=O)c3c2
377,O=C1NCc2ccc(cc12)c3ccccc3
378,COc1cccc(CNC(=O)c2cnc(nc2)c3ccncc3)c1
379,Brc1ccc(CNC(=O)c2cnn3c(ccnc23)c4ccccc4)cc1
380,COc1cccc(c1)[C@H](C)NC(=O)c2ccc(cc2)c3ccncc3
381,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc(cc3)[N+](=O)[O-])n2
382,CNS(=O)(=O)c1ccccc1Nc2nc(Nc3cc(OC)c(OC)c(OC)c3)ncc2Cl
383,NS(=O)(=O)c1cccc(Nc2ncc(Br)c(Nc3ccc(OCC#N)cc3)n2)c1
384,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc4[nH]ncc4c3)n2
385,OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(O)c3)n2
386,COc1cc(Nc2ncc(c(Nc3ccccc3C(=O)N)n2)[N+](=O)[O-])cc(OC)c1OC
387,Cc1cnc(Nc2cccc(c2)S(=O)(=O)N)nc1Nc3ccc(OCC(=O)N)cc3
388,OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4c3n2)c5c(F)cccc5F)cc1
389,COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5
390,CCN1CCN(CC1)c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2
391,COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC
392,CNC(=O)c1ccccc1Nc2nc(Nc3ccc(cc3OC)N4CCOCC4)ncc2Cl
393,CNS(=O)(=O)c1ccccc1Nc2nc(Nc3cc(ccc3OC)N4CCN(CC4)C(=O)C)ncc2Br
394,CNC(=O)COc1ccc(Nc2nc(Nc3ccc(C)c(c3)S(=O)(=O)N)ncc2F)cc1
395,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2
396,Cn1cc(Nc2ncc(Br)c(Nc3ccccc3C(=O)N)n2)cn1
397,COc1ccccc1Nc2nc(Nc3cnn(C)c3)ncc2Br
398,Cn1cc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cn1
399,Cn1cc(Nc2ncc(Br)c(Nc3ccccc3)n2)cn1
400,Cn1cc(Nc2ncc(Br)c(Nc3cccc(c3)C(=O)N)n2)cn1
401,Fc1cnc(Nc2ccccc2)nc1Nc3ccccc3
402,N(c1ccccc1)c2ccnc(Nc3ccccc3)n2
403,Cn1cc(Nc2ncc(Cl)c(Nc3ccccc3C(=O)N)n2)cn1
404,NC(=O)c1ccccc1Nc2nc(Nc3ccccc3)ncc2C(F)(F)F
405,OC(=O)c1ccccc1Nc2ccnc(Nc3cccc(F)c3)n2
406,OC(=O)c1ccccc1Nc2ncnc(Nc3ccc(F)cc3)n2
407,OC(=O)c1ccccc1Nc2ncnc(Nc3ccc4cn[nH]c4c3)n2
408,OC(=O)c1ccccc1Nc2ncnc(Nc3cccc(F)c3)n2
409,Cc1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1F
410,OC(=O)c1ccccc1Nc2ccnc(NCc3cccc(O)c3)n2
411,Nc1csc(Nc2ccccc2)n1
412,NC1CCCCC1Nc2nccc(Nc3ccccc3C(=O)O)n2
413,COc1ccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)cc1O
414,OC(=O)c1ccccc1Nc2nc(Nc3cccc(O)c3)ncc2F
415,Cc1cccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)c1
416,Cn1cc(Nc2ncc(Br)c(Nc3ccccc3Cl)n2)cn1
417,OC(=O)c1ccccc1Nc2nc(Nc3ccccc3)ncc2F
418,CCN1CCN(CC1)c2ccc(Nc3ncc(Cl)c(Nc4ccc(O)c(NC(=O)C)c4)n3)cc2
419,OC(=O)c1ccccc1Nc2ccnc(Nc3ccc(O)cc3)n2
420,COc1ccc(CNC(=O)Nc2ncc(s2)[N+](=O)[O-])cc1
421,COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1
422,CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1
423,COc1cc2CCN(C(=O)CN(C)C)c2cc1Nc3nc(Nc4cccc(F)c4C(=O)N)c5cc[nH]c5n3
424,CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O
425,CCCNC(=O)c1ccc(Nc2nc(CC)c3cc[nH]c3n2)cc1
426,CCCNC(=O)c1ccc(Nc2nc(CCC(F)(F)F)c3cc[nH]c3n2)cc1
427,CC[C@H]1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCCCC5)ncc3N(C)C1=O
428,CN(c1ccccc1CNc2nc(N)nc3[nH]ccc23)S(=O)(=O)C
429,CCN1N(C2CCCC2)c3nc(Nc4ccc(cc4OC)C(=O)NC5CCN(C)CC5)ncc3N(C)C1=O
430,COc1ccc(cc1)n2ccc3cnc(Nc4cc(OC)c(OC)c(OC)c4)nc23
431,NC(=O)c1cc2c(cnc(N)c2s1)c3ccc(Nc4oc5ccccc5n4)cc3
432,COc1cccc(Nc2ncnc3ccccc23)c1
433,NCCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5cc(Cl)ccc5n4)cc3
434,CN(C)CCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5ccccc5n4)cc3
435,CCN1C(=O)SC(=C1C)c2ccnc(Nc3cccc(OC)c3)n2
436,NCCCOc1cc2C(=O)NCc2c(c1)c3ccc(Nc4oc5ccccc5n4)cc3
437,O=C1NCc2c1cccc2c3ccc(Nc4oc5ccccc5n4)cc3
438,C(Oc1ccc(Nc2ncnc3ccccc23)cc1)c4ccccc4
439,COc1cc(Nc2ncc(c(N)n2)C(F)(F)F)cc(OC)c1OC
440,COc1cc(Nc2ncc(c(OC)n2)C(F)(F)F)cc(OC)c1OC
441,COc1ccc(CNC2=C(Nc3ccc4[nH]ncc4c3)C(=O)C2=O)cc1
442,NC(=O)c1cccc2cn[nH]c12
443,NCCC(C(=O)Nc1ccc2[nH]ncc2c1)c3ccc(Cl)c(Cl)c3
444,CC(=O)Nc1cccc(CNC2=C(Nc3ccc4[nH]ncc4c3)C(=O)C2=O)c1
445,Clc1ccc(CNC(=O)Nc2ccc3[nH]ncc3c2)cc1Cl
446,CN(C1=C(NCc2ccc(Cl)cc2Cl)C(=O)C1=O)c3ccc4[nH]ncc4c3
447,Clc1ccccc1CC(=O)Nc2ccc3cn[nH]c3c2
448,Clc1ccc(CNC2=C(Nc3ccc4[nH]ncc4c3)C(=O)C2=O)c(Cl)c1
449,Fc1cccc(c1)C(=O)Nc2ccc3[nH]ncc3c2
450,Clc1ccc(cc1)C(=O)Nc2ccc3[nH]ncc3c2
451,Clc1ccc(cc1)C(=O)Nc2ccc3cn[nH]c3c2
452,Brc1ccc(CNC(=O)Nc2ccc3[nH]ncc3c2)cc1
453,COc1cccc(NC(=O)N2CCC(CC2)c3nc4c(cccc4[nH]3)C(=O)N)c1
454,COc1ccc(OC)c(NC(=O)c2cnn3c(ccnc23)c4ccccc4)c1
455,COc1cccc2NC(=O)c3ccc(Nc4ccncc4)cc3Nc12
456,COc1ccccc1NC(=O)c2cnn3c(ccnc23)c4ccccc4
457,COc1cccc(NC(=O)c2cnn3c(ccnc23)c4ccccc4)c1
458,Clc1ccc2c(c1)C(=O)NS2(=O)=O
459,NC(=O)c1sc2ccc(Cl)c(Cl)c2c1NC(=O)c3ccc(Cl)cc3
460,Nc1cc(ccc1NC2CCCCC2)S(=O)(=O)NC(=O)c3ccc(cc3)c4ccc(F)cc4
461,Clc1cccc2c1C(=O)NS2(=O)=O
462,O=C(NCCc1cccs1)N2CCC(=CC2)c3c[nH]c4ncccc34
463,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3
464,CN1CCN(CC1)c2ccc3nc([nH]c3c2)C4=C(N)c5c(F)cccc5NC4=O
465,NC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3F)C4CCCNC4
466,NC(=O)c1cc(Cl)cc2[nH]c(nc12)c3ccc(cc3F)C4CCCNC4
467,CN1CCN(CCCNc2cccc(n2)c3nc4c(cccc4[nH]3)C(=O)N)CC1
468,NC(=O)c1cccc2[nH]c(nc12)c3ccncc3
469,CCOC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3)N4CCC(N)C4
470,NC(=O)c1cccc2[nH]c(nc12)c3ccc(NC(=O)c4cccc(c4)S(=O)(=O)N5CCOCC5)cc3
471,CCN(CC)CCOc1ccc(cc1)c2nc3c(cccc3[nH]2)C(=O)N
472,NC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3F)C4CCCCN4
473,CN(C)CCOc1cccc(c1)c2nc3c(cccc3[nH]2)C(=O)N
474,CCN(CC)CCCNc1cccc(n1)c2nc3c(cccc3[nH]2)C(=O)N
475,NC(=O)c1cccc2[nH]c(nc12)c3cccc(NCCN4CCCC4)n3
476,NC(=O)c1cccc2[nH]c(nc12)c3ccc(nc3)N4CCN(Cc5ccccc5)CC4
477,NC(=N)Cc1cccc(c1)c2nc3ccccc3[nH]2
478,NC(=O)c1cccc2[nH]c(nc12)c3ccc(cc3)n4ccc(CN5CCCCC5)c4
479,CCCCN1CCN(CC1)c2ccc(cc2)c3nc4c(cccc4[nH]3)C(=O)N
480,CCCCN1CCN(CC1)c2ccc(cn2)c3nc4c(cccc4[nH]3)C(=O)N
481,ON=C1c2ccccc2c3ccc(NS(=O)(=O)c4ccccc4F)cc13
482,COc1cccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)c1
483,COc1cccc(\C=C/2\S\C(=N/c3ccccc3)\NC2=O)c1
484,O=C(Cc1cccs1)Nc2nc3ccccc3s2
485,Cc1ccccc1NC(=O)Nc2ccc(NC(=O)c3csc4ncnc(N)c34)cc2
486,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCCCN(C)C
487,Nc1ncnc2Nc3ccccc3NC(=O)c12
488,COc1cc(ccc1O)c2ccc3C(=O)Nc4cccc(O)c4Nc3c2
489,O=C1Nc2ccccc2Nc3ccccc13
490,Cc1ccc2Nc3ccccc3NC(=O)c2c1
491,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCc5cccc(F)c5
492,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)C(=O)NCCNC(=O)C
493,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(ccc4Nc3c2)[N+](=O)[O-]
494,O=C1Nc2ccccc2Nc3nnccc13
495,CN(c1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2)S(=O)(=O)C
496,CS(=O)(=O)Nc1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2
497,CN(C)S(=O)(=O)c1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2
498,Cc1cc(ccn1)c2ccc3C(=O)Nc4ccccc4Nc3c2
499,Fc1cnccc1c2ccc3C(=O)Nc4ccccc4Nc3c2
500,Clc1cnccc1c2ccc3C(=O)Nc4ccccc4Nc3c2
501,COc1cc(cc(OC)c1OC)c2ccc3Nc4cc(ccc4C(=O)Nc3c2)c5ccccc5NS(=O)(=O)C
502,COc1cc(ccc1CC#N)c2ccc3C(=O)Nc4cc(CCOc5ccc(cc5)N6CCOCC6)ccc4Nc3c2
503,COC(=O)c1ccccc1c2ccc3C(=O)Nc4ccccc4Nc3c2
504,COc1cc(ccc1OCC(O)CO)c2ccc3C(=O)Nc4cc(CCOc5ccc(cc5)N6CCOCC6)ccc4Nc3c2
505,COc1cc(ccc1O)c2ccc3C(=O)Nc4cc(OC)c(OCCCCO)cc4Nc3c2
506,Fc1ccccc1CNC2=C(Nc3ccncc3)C(=O)C2=O
507,Brc1ccc(cc1)C2=NOC(=O)/C/2=C/c3ccc4OCOc4c3
508,Clc1cc(Nc2nc(NC3CC3)c4sccc4n2)ccc1N5CCOCC5
509,CCN1CCN(CC1)c2ccc(Nc3nccc(Nc4ccc5[nH]ncc5c4)n3)cc2
510,NCCOc1cccc(Nc2ccnc(N)n2)c1
511,Cc1n[nH]c2ccc(cc12)c3cccnc3
512,OCCNc1cc2cc(ccc2cn1)c3cccnc3
513,COc1cc(ccc1O)c2ccc3[nH]nc(C(=O)Nc4ccccc4)c3c2
514,COc1cccc(c1)[C@@H](C)NC(=O)c2cc(C)c(s2)c3ccc4[nH]nc(C)c4c3
515,CC(=O)NCC(=O)N1C2CCC1c3cc(Nc4ncc(c(NC5CCC5)n4)C(F)(F)F)ccc23
516,Fc1ccc(cc1)C(=O)Nc2cccc(c2)C3Nc4ccc5ccccc5c4C6C=CCC36
517,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cccc(c3)C(F)(F)F)cc2)ccn1
518,Nc1ncnc2NCCC(=Nc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3
519,C\C(=N\NC(=N)N)\c1cc(NC(=O)c2cccc(c2)C(=O)Nc3cc(cc(c3)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C)cc(c1)\C(=N\NC(=N)N)\C
520,CNc1ncnc2NCCC(=Nc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3
521,Cc1ccc(cc1)C(=O)Nc2c(C#N)sc3ccc(Cl)c(Cl)c23
522,Cc1ccc(cc1)C(=O)Nc2c(sc3ccc(Cl)c(Cl)c23)C(=O)N
523,Oc1ccc(Cl)cc1C(=O)Nc2cc(cc(c2)C(F)(F)F)C(F)(F)F
524,FC(F)(F)c1cccc(NC(=O)Nc2ccc(cc2)n3cnc4ccccc34)c1
525,N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34
526,OC(COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34
527,N[C@H](COc1cncc(c1)c2cc3cnccc3s2)Cc4c[nH]c5ccccc45
528,N[C@H](COc1cncc(c1)c2cc3ccncc3s2)Cc4c[nH]c5ccccc45
529,N[C@H](COc1cc(\C=C\c2ccncc2)cnc1Cl)Cc3c[nH]c4ccccc34
530,N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(=Cc4occc4)c3c2)Cc5c[nH]c6ccccc56
531,CCCCNc1cc(cc2[nH]nc(N)c12)c3ccncc3
532,C(Cc1c[nH]c2ccccc12)Oc3cncc(\C=C\c4ccncc4)c3
533,CN(C)CC(C)(C)CNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4
534,COCCNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4
535,CC(C)(CO)CNc1nccc(n1)c2c(nc3cnccn23)c4ccc(F)cc4
536,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(CC4CC4)nccn23)c5ccc(F)cc5
537,Cc1nccn2c(c3ccnc(NCC4(O)CC4)n3)c(nc12)c5ccc(F)cc5F
538,Cc1nccn2c(c3ccnc(NCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F
539,Fc1ccc(cc1)c2nc3cnccn3c2c4ccnc(NCC5CC5)n4
540,Cc1nccn2c(c3ccnc(NCCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F
541,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(OCC(F)(F)F)nccn23)c4ccc(F)cc4
542,COCC(C)(C)CNc1nccc(n1)c2c(nc3c(C)nccn23)c4ccc(F)cc4
543,COc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4F
544,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(CCN)nccn23)c4ccc(F)cc4
545,CC(C)Oc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4F
546,Cc1cn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc2c(C)n1)c4ccc(F)cc4F
547,CC(C)(CO)CNc1nccc(n1)c2c(nc3c(Cl)nccn23)c4ccc(F)cc4
548,CC(C)Oc1nccn2c(c3ccnc(NCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F
549,CC(C)(O)CNc1nccc(n1)c2c(nc3c(CC4CC4)nccn23)c5ccc(F)cc5F
550,CCc1nccn2c(c3ccnc(NCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F
551,Cc1nccn2c(c3ccnc(NCC(C)(C)C(=O)O)n3)c(nc12)c4ccc(F)cc4F
552,COc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4
553,CC(C)COc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4
554,Cc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4
555,Cc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4F
556,CNc1nccn2c(c3ccnc(NCC(C)(C)CO)n3)c(nc12)c4ccc(F)cc4
557,CC(C)(C)n1nc(c2ccc(Cl)cc2)c3c(N)ncnc13
558,Nc1ncnc2c1c(nn2C3CCCC3)c4cnc5[nH]ccc5c4
559,Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C
560,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(C)cc(C)cc5n4)cc3)c6c(N)ncnc26
561,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(Cl)cc(C)cc5n4)cc3)c6c(N)ncnc26
562,CC(=O)c1cccc(c1)c2cnc3[nH]ccc3c2
563,CC(=O)N1CCN(CC1)C2CCC(CC2)n3nc(c4ccc(NC(=O)c5cc6ccccc6n5C)cc4)c7c(N)ncnc37
564,Nc1ncnc2c1c(I)nn2[C@@H]3CC[C@H](O)CC3
565,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(C)cc(Br)cc5n4)cc3)c6c(N)ncnc26
566,COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5ccc(Cl)cc5n4)c(F)c3)c6c(N)ncnc26
